TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-12-2--13-51-21,0,1,71,192,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0.001"|"faces":[]}
2026-12-2--13-51-21,0,2,71,384,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0.001"|"faces":[]}
2026-12-2--13-51-21,0,3,66,584,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"156.319"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"170.214"|"faces":[]}
2026-12-2--13-51-21,0,4,3,784,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"142.797"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"146.688"|"faces":[]}
2026-12-2--13-51-21,0,5,3,1197,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"143.032"|"ms_palm":"76.012"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"223.647"|"faces":[{"id":"1"|"bbox":"(888.519|388.854|92.98|128.045)"|"c":"(935.009|452.876)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-51-21,0,6,3,1606,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"0"|"ms_face":"136.11"|"ms_palm":"42.493"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"185.125"|"faces":[{"id":"1"|"bbox":"(884.551|383.483|90.189|126.109)"|"c":"(929.645|446.537)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-51-21,0,7,3,2016,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"127.487"|"ms_palm":"45.533"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"177.543"|"faces":[{"id":"1"|"bbox":"(890.197|373.912|91.574|130.011)"|"c":"(935.984|438.918)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-51-21,0,8,4,2425,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"121.866"|"ms_palm":"40.682"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"167.157"|"faces":[{"id":"1"|"bbox":"(886.501|373.425|90.189|130.011)"|"c":"(931.596|438.43)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-51-21,0,9,4,2839,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"120.555"|"ms_palm":"40.804"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"166.711"|"faces":[{"id":"1"|"bbox":"(884.499|373.773|89.726|132.727)"|"c":"(929.362|440.136)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-51-21,0,10,4,3252,True,False,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"108.193"|"ms_palm":"40.514"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"153.154"|"faces":[{"id":"1"|"bbox":"(884.257|373.432|88.825|128.045)"|"c":"(928.67|437.455)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
