TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-12-2--13-49-26,0,1,72,192,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0.001"|"faces":[]}
2026-12-2--13-49-26,0,2,72,384,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0.001"|"faces":[]}
2026-12-2--13-49-26,0,3,66,583,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"164.77"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"178.676"|"faces":[]}
2026-12-2--13-49-26,0,4,3,783,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"126.145"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"130.633"|"faces":[]}
2026-12-2--13-49-26,0,5,3,1400,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"119.332"|"ms_palm":"70.057"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"195.133"|"faces":[{"id":"1"|"bbox":"(937.384|325.873|73.148|91.266)"|"c":"(973.957|371.506)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(813.718|369.01|58.626|73.148)"|"c":"(843.031|405.584)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-49-26,0,6,3,2017,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"125.163"|"ms_palm":"41.641"|"ms_pose":"0"|"ms_blur":"0.043"|"ms_total":"174.512"|"faces":[{"id":"1"|"bbox":"(938.608|327.809|70.699|88.211)"|"c":"(973.957|371.914)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(814.168|367.331|59.632|76.98)"|"c":"(843.984|405.821)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-49-26,0,7,3,2630,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"122.771"|"ms_palm":"40.257"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"169.048"|"faces":[{"id":"1"|"bbox":"(936.293|325.371|70.699|85.259)"|"c":"(971.642|368)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(810.865|363.81|59.632|78.302)"|"c":"(840.681|402.961)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-49-26,0,8,4,3247,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"103.211"|"ms_palm":"50.718"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"159.818"|"faces":[{"id":"1"|"bbox":"(929.456|319.052|71.913|89.726)"|"c":"(965.413|363.914)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(803.445|360.284|59.632|76.98)"|"c":"(833.261|398.774)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-49-26,0,9,4,3865,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"126.783"|"ms_palm":"40.529"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"173.053"|"faces":[{"id":"1"|"bbox":"(925.779|319.635|71.913|86.722)"|"c":"(961.735|362.996)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(800.952|359.215|58.626|78.302)"|"c":"(830.265|398.366)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-49-26,0,10,4,4482,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"115.085"|"ms_palm":"41.383"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"163.199"|"faces":[{"id":"1"|"bbox":"(925.643|319.163|71.913|88.211)"|"c":"(961.599|363.269)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(800.345|360.148|60.656|76.98)"|"c":"(830.673|398.638)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
