TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-08-2--19-31-24,0,1,60,203,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"126.27"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"133.561"|"faces":[]}
2026-08-2--19-31-24,0,2,60,403,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"149.286"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"150.715"|"faces":[]}
2026-08-2--19-31-24,0,3,57,603,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"112.071"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"113.255"|"faces":[]}
2026-08-2--19-31-24,0,4,6,802,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.702"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"101.074"|"faces":[]}
2026-08-2--19-31-24,0,5,4,1000,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.529"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"98.632"|"faces":[]}
2026-08-2--19-31-24,0,6,4,1200,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"100.988"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"102.124"|"faces":[]}
2026-08-2--19-31-24,0,7,5,1398,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"88.481"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"89.875"|"faces":[]}
2026-08-2--19-31-24,0,8,5,1595,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"93.425"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"96.83"|"faces":[]}
2026-08-2--19-31-24,0,9,6,1794,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.766"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"102.307"|"faces":[]}
2026-08-2--19-31-24,0,10,6,1992,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.971"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"99.132"|"faces":[]}
2026-08-2--19-31-24,0,11,6,2191,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"105.08"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"110.431"|"faces":[]}
2026-08-2--19-31-24,0,12,7,2389,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.982"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"94.519"|"faces":[]}
2026-08-2--19-31-24,0,13,7,2587,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"95.762"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"96.869"|"faces":[]}
2026-08-2--19-31-24,0,14,7,2785,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"93.937"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"97.637"|"faces":[]}
2026-08-2--19-31-24,0,15,7,2983,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"99.002"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"102.45"|"faces":[]}
2026-08-2--19-31-24,0,16,7,3181,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.879"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"95.362"|"faces":[]}
2026-08-2--19-31-24,0,17,8,3379,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.586"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"98.827"|"faces":[]}
2026-08-2--19-31-24,0,18,8,3577,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.37"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"101.223"|"faces":[]}
2026-08-2--19-31-24,0,19,8,3780,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"107.18"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"110.621"|"faces":[]}
2026-08-2--19-31-24,0,20,8,3978,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.728"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"99.612"|"faces":[]}
2026-08-2--19-31-24,0,21,8,4181,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"99.732"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"104.311"|"faces":[]}
2026-08-2--19-31-24,0,22,8,4380,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"98.191"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"100.352"|"faces":[]}
2026-08-2--19-31-24,0,23,7,4580,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"101.574"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"105.713"|"faces":[]}
2026-08-2--19-31-24,0,24,7,4780,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"105.626"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"106.968"|"faces":[]}
2026-08-2--19-31-24,0,25,7,4978,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.991"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"96.819"|"faces":[]}
2026-08-2--19-31-24,0,26,7,5176,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"94.212"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"96.548"|"faces":[]}
2026-08-2--19-31-24,0,27,7,5376,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"101.596"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"102.962"|"faces":[]}
2026-08-2--19-31-24,0,28,7,5576,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"105.028"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"109.799"|"faces":[]}
2026-08-2--19-31-24,0,29,7,5774,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.251"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"97.492"|"faces":[]}
2026-08-2--19-31-24,0,30,7,5971,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"94.544"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"99.13"|"faces":[]}
2026-08-2--19-31-24,0,31,8,6170,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"98.902"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"103.095"|"faces":[]}
2026-08-2--19-31-24,0,32,8,6370,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"100.212"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"101.593"|"faces":[]}
2026-08-2--19-31-24,0,33,7,6570,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"106.205"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"110.181"|"faces":[]}
2026-08-2--19-31-24,0,34,7,6768,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.896"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"93.244"|"faces":[]}
2026-08-2--19-31-24,0,35,7,6966,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"93.363"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"94.604"|"faces":[]}
2026-08-2--19-31-24,0,36,8,7164,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.16"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"100.224"|"faces":[]}
2026-08-2--19-31-24,0,37,8,7363,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"99.769"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"103.234"|"faces":[]}
2026-08-2--19-31-24,0,38,8,7561,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.081"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"93.257"|"faces":[]}
2026-08-2--19-31-24,0,39,8,7759,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.104"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"93.414"|"faces":[]}
2026-08-2--19-31-24,0,40,8,7957,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.876"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"96.697"|"faces":[]}
