TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-08-2--19-34-08,563,43,5,11496,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"102.433"|"ms_palm":"63.246"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"167.059"|"faces":[{"id":"1"|"bbox":"(724.642|340.427|95.857|132.007)"|"c":"(772.571|406.43)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,769,44,5,11910,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"106.222"|"ms_palm":"54.898"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"163.128"|"faces":[{"id":"1"|"bbox":"(721.904|335.386|78.302|104.582)"|"c":"(761.054|387.677)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,970,45,5,12317,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.443"|"ms_palm":"56.862"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"151.489"|"faces":[{"id":"1"|"bbox":"(723.927|348.227|68.332|89.726)"|"c":"(758.093|393.09)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,1150,46,5,12723,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"94.76"|"ms_palm":"61.899"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"158.247"|"faces":[{"id":"1"|"bbox":"(724.118|355.213|66.045|88.211)"|"c":"(757.14|399.319)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,1331,47,5,13131,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"108.982"|"ms_palm":"57.754"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"168.009"|"faces":[{"id":"1"|"bbox":"(726.04|365.001|63.834|83.819)"|"c":"(757.957|406.911)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,1534,48,5,13539,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.555"|"ms_palm":"60.258"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"159.277"|"faces":[{"id":"1"|"bbox":"(723.583|369.808|62.757|81.014)"|"c":"(754.961|410.315)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,1718,49,5,13946,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"95.223"|"ms_palm":"56.909"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"153.574"|"faces":[{"id":"1"|"bbox":"(722.221|369.266|62.757|79.646)"|"c":"(753.599|409.09)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,1900,50,5,14354,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"92.354"|"ms_palm":"60.642"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"154.359"|"faces":[{"id":"1"|"bbox":"(721.274|368.719|63.834|81.014)"|"c":"(753.191|409.226)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,2086,51,5,14764,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"99.421"|"ms_palm":"56.858"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"157.781"|"faces":[{"id":"1"|"bbox":"(718.721|363.23|63.834|83.819)"|"c":"(750.638|405.14)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-34-08,2267,52,5,15168,False,True,{"t_ms":"0"|"faces_total":"1"|"faces_active":"1"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.1"|"ms_palm":"53.21"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"150.816"|"faces":[{"id":"1"|"bbox":"(716.063|358.682|68.332|86.722)"|"c":"(750.23|402.043)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
