TimeStamp,FPS,GT # Faces,# Faces,frame #,QRDetection Status,Hardcoded Eye Gaze,DetectedFaces Info
19-52-13.6255,42,1,1,1315,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4551773 | 1.092959 | 0.393112)"" |""isSubject"": ""False"" |""2D Position"": ""(961.531616210938 | 504.236038208008)"" } |}"
19-52-13.6576,44,1,1,1316,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4549238 | 1.094021 | 0.3915168)"" |""isSubject"": ""False"" |""2D Position"": ""(960.879333496094 | 501.42805480957)"" } |}"
19-52-13.6786,40,1,1,1317,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4549238 | 1.094021 | 0.3915168)"" |""isSubject"": ""False"" |""2D Position"": ""(960.879333496094 | 501.42805480957)"" } |}"
19-52-13.6997,41,1,1,1318,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4549238 | 1.094021 | 0.3915168)"" |""isSubject"": ""False"" |""2D Position"": ""(960.879333496094 | 501.42805480957)"" } |}"
19-52-13.7157,42,1,1,1319,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4549238 | 1.094021 | 0.3915168)"" |""isSubject"": ""False"" |""2D Position"": ""(960.879333496094 | 501.42805480957)"" } |}"
19-52-13.7480,45,1,1,1320,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4541751 | 1.094101 | 0.391461)"" |""isSubject"": ""False"" |""2D Position"": ""(959.447662353516 | 501.919647216797)"" } |}"
19-52-13.7678,41,1,1,1321,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4541751 | 1.094101 | 0.391461)"" |""isSubject"": ""False"" |""2D Position"": ""(959.447662353516 | 501.919647216797)"" } |}"
19-52-13.7890,43,1,1,1322,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4541751 | 1.094101 | 0.391461)"" |""isSubject"": ""False"" |""2D Position"": ""(959.447662353516 | 501.919647216797)"" } |}"
19-52-13.8060,44,1,1,1323,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4541751 | 1.094101 | 0.391461)"" |""isSubject"": ""False"" |""2D Position"": ""(959.447662353516 | 501.919647216797)"" } |}"
19-52-13.8389,46,1,1,1324,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4544813 | 1.094704 | 0.3921727)"" |""isSubject"": ""False"" |""2D Position"": ""(958.908264160156 | 500.412994384766)"" } |}"
19-52-13.8601,41,1,1,1325,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4544813 | 1.094704 | 0.3921727)"" |""isSubject"": ""False"" |""2D Position"": ""(958.908264160156 | 500.412994384766)"" } |}"
19-52-13.8800,42,1,1,1326,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4544813 | 1.094704 | 0.3921727)"" |""isSubject"": ""False"" |""2D Position"": ""(958.908264160156 | 500.412994384766)"" } |}"
19-52-13.8993,44,1,1,1327,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4544813 | 1.094704 | 0.3921727)"" |""isSubject"": ""False"" |""2D Position"": ""(958.908264160156 | 500.412994384766)"" } |}"
19-52-13.9357,45,1,1,1328,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558249 | 1.092925 | 0.393268)"" |""isSubject"": ""False"" |""2D Position"": ""(957.415313720703 | 502.065246582031)"" } |}"
19-52-13.9574,40,1,1,1329,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558249 | 1.092925 | 0.393268)"" |""isSubject"": ""False"" |""2D Position"": ""(957.415313720703 | 502.065246582031)"" } |}"
19-52-13.9738,41,1,1,1330,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558249 | 1.092925 | 0.393268)"" |""isSubject"": ""False"" |""2D Position"": ""(957.415313720703 | 502.065246582031)"" } |}"
19-52-14.0017,44,1,1,1331,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558249 | 1.092925 | 0.393268)"" |""isSubject"": ""False"" |""2D Position"": ""(957.415313720703 | 502.065246582031)"" } |}"
19-52-14.0350,42,1,1,1332,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4556834 | 1.093356 | 0.391455)"" |""isSubject"": ""False"" |""2D Position"": ""(957.159545898438 | 501.413543701172)"" } |}"
19-52-14.0547,38,1,1,1333,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4556834 | 1.093356 | 0.391455)"" |""isSubject"": ""False"" |""2D Position"": ""(957.159545898438 | 501.413543701172)"" } |}"
19-52-14.0714,41,1,1,1334,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4556834 | 1.093356 | 0.391455)"" |""isSubject"": ""True"" |""2D Position"": ""(957.159545898438 | 501.413543701172)"" } |}"
19-52-14.0925,43,1,1,1335,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4556834 | 1.093356 | 0.391455)"" |""isSubject"": ""True"" |""2D Position"": ""(957.159545898438 | 501.413543701172)"" } |}"
19-52-14.1276,44,1,1,1336,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4547163 | 1.093917 | 0.392149)"" |""isSubject"": ""True"" |""2D Position"": ""(952.265441894531 | 499.076705932617)"" } |}"
19-52-14.1484,39,1,1,1337,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4547163 | 1.093917 | 0.392149)"" |""isSubject"": ""True"" |""2D Position"": ""(952.265441894531 | 499.076705932617)"" } |}"
19-52-14.1705,41,1,1,1338,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4547163 | 1.093917 | 0.392149)"" |""isSubject"": ""True"" |""2D Position"": ""(952.265441894531 | 499.076705932617)"" } |}"
19-52-14.1864,42,1,1,1339,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4547163 | 1.093917 | 0.392149)"" |""isSubject"": ""True"" |""2D Position"": ""(952.265441894531 | 499.076705932617)"" } |}"
19-52-14.2222,44,1,1,1340,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4531411 | 1.092806 | 0.3928585)"" |""isSubject"": ""True"" |""2D Position"": ""(947.950653076172 | 501.961730957031)"" } |}"
19-52-14.2398,39,1,1,1341,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4531411 | 1.092806 | 0.3928585)"" |""isSubject"": ""True"" |""2D Position"": ""(947.950653076172 | 501.961730957031)"" } |}"
19-52-14.2615,42,1,1,1342,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4531411 | 1.092806 | 0.3928585)"" |""isSubject"": ""True"" |""2D Position"": ""(947.950653076172 | 501.961730957031)"" } |}"
19-52-14.2787,43,1,1,1343,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4531411 | 1.092806 | 0.3928585)"" |""isSubject"": ""True"" |""2D Position"": ""(947.950653076172 | 501.961730957031)"" } |}"
19-52-14.3168,45,1,1,1344,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4539927 | 1.093022 | 0.392992)"" |""isSubject"": ""True"" |""2D Position"": ""(947.022033691406 | 499.981536865234)"" } |}"
19-52-14.3380,39,1,1,1345,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4539927 | 1.093022 | 0.392992)"" |""isSubject"": ""True"" |""2D Position"": ""(947.022033691406 | 499.981536865234)"" } |}"
19-52-14.3542,41,1,1,1346,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4539927 | 1.093022 | 0.392992)"" |""isSubject"": ""True"" |""2D Position"": ""(947.022033691406 | 499.981536865234)"" } |}"
19-52-14.3753,43,1,1,1347,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4539927 | 1.093022 | 0.392992)"" |""isSubject"": ""True"" |""2D Position"": ""(947.022033691406 | 499.981536865234)"" } |}"
19-52-14.4111,44,1,1,1348,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573129 | 1.092689 | 0.3925053)"" |""isSubject"": ""True"" |""2D Position"": ""(948.560302734375 | 498.586166381836)"" } |}"
19-52-14.4311,39,1,1,1349,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573129 | 1.092689 | 0.3925053)"" |""isSubject"": ""True"" |""2D Position"": ""(948.560302734375 | 498.586166381836)"" } |}"
19-52-14.4541,41,1,1,1350,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573129 | 1.092689 | 0.3925053)"" |""isSubject"": ""True"" |""2D Position"": ""(948.560302734375 | 498.586166381836)"" } |}"
19-52-14.4706,41,1,1,1351,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573129 | 1.092689 | 0.3925053)"" |""isSubject"": ""True"" |""2D Position"": ""(948.560302734375 | 498.586166381836)"" } |}"
19-52-14.5018,45,1,1,1352,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4612832 | 1.091713 | 0.3907543)"" |""isSubject"": ""True"" |""2D Position"": ""(945.340576171875 | 497.947189331055)"" } |}"
19-52-14.5235,41,1,1,1353,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4612832 | 1.091713 | 0.3907543)"" |""isSubject"": ""True"" |""2D Position"": ""(945.340576171875 | 497.947189331055)"" } |}"
19-52-14.5430,42,1,1,1354,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4612832 | 1.091713 | 0.3907543)"" |""isSubject"": ""True"" |""2D Position"": ""(945.340576171875 | 497.947189331055)"" } |}"
19-52-14.5580,44,1,1,1355,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4612832 | 1.091713 | 0.3907543)"" |""isSubject"": ""True"" |""2D Position"": ""(945.340576171875 | 497.947189331055)"" } |}"
19-52-14.5891,47,1,1,1356,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4662496 | 1.092383 | 0.3869429)"" |""isSubject"": ""True"" |""2D Position"": ""(933.867401123047 | 493.886871337891)"" } |}"
19-52-14.6095,42,1,1,1357,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4662496 | 1.092383 | 0.3869429)"" |""isSubject"": ""True"" |""2D Position"": ""(933.867401123047 | 493.886871337891)"" } |}"
19-52-14.6284,44,1,1,1358,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4662496 | 1.092383 | 0.3869429)"" |""isSubject"": ""True"" |""2D Position"": ""(933.867401123047 | 493.886871337891)"" } |}"
19-52-14.6448,45,1,1,1359,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4662496 | 1.092383 | 0.3869429)"" |""isSubject"": ""True"" |""2D Position"": ""(933.867401123047 | 493.886871337891)"" } |}"
19-52-14.6818,48,1,1,1360,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4643047 | 1.092654 | 0.3895689)"" |""isSubject"": ""True"" |""2D Position"": ""(911.144195556641 | 490.760986328125)"" } |}"
19-52-14.7038,41,1,1,1361,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4643047 | 1.092654 | 0.3895689)"" |""isSubject"": ""True"" |""2D Position"": ""(911.144195556641 | 490.760986328125)"" } |}"
19-52-14.7190,42,1,1,1362,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4643047 | 1.092654 | 0.3895689)"" |""isSubject"": ""True"" |""2D Position"": ""(911.144195556641 | 490.760986328125)"" } |}"
19-52-14.7353,45,1,1,1363,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4643047 | 1.092654 | 0.3895689)"" |""isSubject"": ""True"" |""2D Position"": ""(911.144195556641 | 490.760986328125)"" } |}"
19-52-14.7714,47,1,1,1364,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4507706 | 1.094296 | 0.3935119)"" |""isSubject"": ""True"" |""2D Position"": ""(887.267944335938 | 486.563507080078)"" } |}"
19-52-14.7913,41,1,1,1365,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4507706 | 1.094296 | 0.3935119)"" |""isSubject"": ""True"" |""2D Position"": ""(887.267944335938 | 486.563507080078)"" } |}"
19-52-14.8066,43,1,1,1366,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4507706 | 1.094296 | 0.3935119)"" |""isSubject"": ""True"" |""2D Position"": ""(887.267944335938 | 486.563507080078)"" } |}"
19-52-14.8240,46,1,1,1367,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4507706 | 1.094296 | 0.3935119)"" |""isSubject"": ""True"" |""2D Position"": ""(887.267944335938 | 486.563507080078)"" } |}"
19-52-14.8625,47,1,1,1368,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4538273 | 1.094244 | 0.3942313)"" |""isSubject"": ""True"" |""2D Position"": ""(892.118225097656 | 486.420654296875)"" } |}"
19-52-14.8833,41,1,1,1369,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4538273 | 1.094244 | 0.3942313)"" |""isSubject"": ""True"" |""2D Position"": ""(892.118225097656 | 486.420654296875)"" } |}"
19-52-14.9009,42,1,1,1370,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4538273 | 1.094244 | 0.3942313)"" |""isSubject"": ""True"" |""2D Position"": ""(892.118225097656 | 486.420654296875)"" } |}"
19-52-14.9204,44,1,1,1371,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4538273 | 1.094244 | 0.3942313)"" |""isSubject"": ""True"" |""2D Position"": ""(892.118225097656 | 486.420654296875)"" } |}"
19-52-14.9528,46,1,1,1372,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558844 | 1.093047 | 0.3961575)"" |""isSubject"": ""True"" |""2D Position"": ""(892.395935058594 | 487.248443603516)"" } |}"
19-52-14.9719,41,1,1,1373,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558844 | 1.093047 | 0.3961575)"" |""isSubject"": ""True"" |""2D Position"": ""(892.395935058594 | 487.248443603516)"" } |}"
19-52-14.9881,43,1,1,1374,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558844 | 1.093047 | 0.3961575)"" |""isSubject"": ""True"" |""2D Position"": ""(892.395935058594 | 487.248443603516)"" } |}"
19-52-15.0088,46,1,1,1375,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4558844 | 1.093047 | 0.3961575)"" |""isSubject"": ""True"" |""2D Position"": ""(892.395935058594 | 487.248443603516)"" } |}"
19-52-15.0401,46,1,1,1376,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4535874 | 1.093349 | 0.3942287)"" |""isSubject"": ""True"" |""2D Position"": ""(890.001220703125 | 486.673355102539)"" } |}"
19-52-15.0592,42,1,1,1377,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4535874 | 1.093349 | 0.3942287)"" |""isSubject"": ""True"" |""2D Position"": ""(890.001220703125 | 486.673355102539)"" } |}"
19-52-15.0743,44,1,1,1378,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4535874 | 1.093349 | 0.3942287)"" |""isSubject"": ""True"" |""2D Position"": ""(890.001220703125 | 486.673355102539)"" } |}"
19-52-15.0953,47,1,1,1379,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4535874 | 1.093349 | 0.3942287)"" |""isSubject"": ""True"" |""2D Position"": ""(890.001220703125 | 486.673355102539)"" } |}"
19-52-15.1256,47,1,1,1380,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4537908 | 1.092815 | 0.394737)"" |""isSubject"": ""True"" |""2D Position"": ""(889.321807861328 | 486.235992431641)"" } |}"
19-52-15.1460,43,1,1,1381,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4537908 | 1.092815 | 0.394737)"" |""isSubject"": ""True"" |""2D Position"": ""(889.321807861328 | 486.235992431641)"" } |}"
19-52-15.1666,44,1,1,1382,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4537908 | 1.092815 | 0.394737)"" |""isSubject"": ""True"" |""2D Position"": ""(889.321807861328 | 486.235992431641)"" } |}"
19-52-15.1823,45,1,1,1383,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4537908 | 1.092815 | 0.394737)"" |""isSubject"": ""True"" |""2D Position"": ""(889.321807861328 | 486.235992431641)"" } |}"
19-52-15.2203,48,1,1,1384,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573903 | 1.090924 | 0.3963949)"" |""isSubject"": ""True"" |""2D Position"": ""(889.306213378906 | 486.099151611328)"" } |}"
19-52-15.2379,41,1,1,1385,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573903 | 1.090924 | 0.3963949)"" |""isSubject"": ""True"" |""2D Position"": ""(889.306213378906 | 486.099151611328)"" } |}"
19-52-15.2594,43,1,1,1386,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573903 | 1.090924 | 0.3963949)"" |""isSubject"": ""True"" |""2D Position"": ""(889.306213378906 | 486.099151611328)"" } |}"
19-52-15.2776,44,1,1,1387,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4573903 | 1.090924 | 0.3963949)"" |""isSubject"": ""True"" |""2D Position"": ""(889.306213378906 | 486.099151611328)"" } |}"
19-52-15.3158,45,1,1,1388,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.460575 | 1.09105 | 0.3935078)"" |""isSubject"": ""True"" |""2D Position"": ""(886.490875244141 | 481.87760925293)"" } |}"
19-52-15.3352,39,1,1,1389,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.460575 | 1.09105 | 0.3935078)"" |""isSubject"": ""True"" |""2D Position"": ""(886.490875244141 | 481.87760925293)"" } |}"
19-52-15.3525,42,1,1,1390,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.460575 | 1.09105 | 0.3935078)"" |""isSubject"": ""True"" |""2D Position"": ""(886.490875244141 | 481.87760925293)"" } |}"
19-52-15.3734,44,1,1,1391,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.460575 | 1.09105 | 0.3935078)"" |""isSubject"": ""True"" |""2D Position"": ""(886.490875244141 | 481.87760925293)"" } |}"
19-52-15.4070,45,1,1,1392,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4595142 | 1.090218 | 0.3955568)"" |""isSubject"": ""True"" |""2D Position"": ""(874.664306640625 | 479.219009399414)"" } |}"
19-52-15.4276,40,1,1,1393,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4595142 | 1.090218 | 0.3955568)"" |""isSubject"": ""True"" |""2D Position"": ""(874.664306640625 | 479.219009399414)"" } |}"
19-52-15.4447,41,1,1,1394,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4595142 | 1.090218 | 0.3955568)"" |""isSubject"": ""True"" |""2D Position"": ""(874.664306640625 | 479.219009399414)"" } |}"
19-52-15.4638,44,1,1,1395,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4595142 | 1.090218 | 0.3955568)"" |""isSubject"": ""True"" |""2D Position"": ""(874.664306640625 | 479.219009399414)"" } |}"
19-52-15.4953,46,1,1,1396,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4540162 | 1.094429 | 0.3941662)"" |""isSubject"": ""True"" |""2D Position"": ""(864.151672363281 | 471.881164550781)"" } |}"
19-52-15.5151,41,1,1,1397,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4540162 | 1.094429 | 0.3941662)"" |""isSubject"": ""True"" |""2D Position"": ""(864.151672363281 | 471.881164550781)"" } |}"
19-52-15.5346,43,1,1,1398,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4540162 | 1.094429 | 0.3941662)"" |""isSubject"": ""True"" |""2D Position"": ""(864.151672363281 | 471.881164550781)"" } |}"
19-52-15.5502,44,1,1,1399,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4540162 | 1.094429 | 0.3941662)"" |""isSubject"": ""True"" |""2D Position"": ""(864.151672363281 | 471.881164550781)"" } |}"
19-52-15.5822,47,1,1,1400,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.451003 | 1.0955 | 0.3946584)"" |""isSubject"": ""True"" |""2D Position"": ""(862.178192138672 | 470.405731201172)"" } |}"
19-52-15.6017,43,1,1,1401,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.451003 | 1.0955 | 0.3946584)"" |""isSubject"": ""True"" |""2D Position"": ""(862.178192138672 | 470.405731201172)"" } |}"
19-52-15.6226,44,1,1,1402,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.451003 | 1.0955 | 0.3946584)"" |""isSubject"": ""True"" |""2D Position"": ""(862.178192138672 | 470.405731201172)"" } |}"
19-52-15.6404,45,1,1,1403,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.451003 | 1.0955 | 0.3946584)"" |""isSubject"": ""True"" |""2D Position"": ""(862.178192138672 | 470.405731201172)"" } |}"
19-52-15.6716,47,1,1,1404,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4498168 | 1.094213 | 0.3961919)"" |""isSubject"": ""True"" |""2D Position"": ""(863.126098632813 | 472.957244873047)"" } |}"
19-52-15.6922,42,1,1,1405,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4498168 | 1.094213 | 0.3961919)"" |""isSubject"": ""True"" |""2D Position"": ""(863.126098632813 | 472.957244873047)"" } |}"
19-52-15.7116,43,1,1,1406,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4498168 | 1.094213 | 0.3961919)"" |""isSubject"": ""True"" |""2D Position"": ""(863.126098632813 | 472.957244873047)"" } |}"
19-52-15.7282,45,1,1,1407,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4498168 | 1.094213 | 0.3961919)"" |""isSubject"": ""True"" |""2D Position"": ""(863.126098632813 | 472.957244873047)"" } |}"
19-52-15.7663,47,1,1,1408,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4550596 | 1.092746 | 0.3993662)"" |""isSubject"": ""True"" |""2D Position"": ""(872.232299804688 | 473.640121459961)"" } |}"
19-52-15.7888,40,1,1,1409,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4550596 | 1.092746 | 0.3993662)"" |""isSubject"": ""True"" |""2D Position"": ""(872.232299804688 | 473.640121459961)"" } |}"
19-52-15.8047,41,1,1,1410,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4550596 | 1.092746 | 0.3993662)"" |""isSubject"": ""True"" |""2D Position"": ""(872.232299804688 | 473.640121459961)"" } |}"
19-52-15.8202,45,1,1,1411,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4550596 | 1.092746 | 0.3993662)"" |""isSubject"": ""True"" |""2D Position"": ""(872.232299804688 | 473.640121459961)"" } |}"
19-52-15.8575,47,1,1,1412,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4565702 | 1.09108 | 0.3964268)"" |""isSubject"": ""True"" |""2D Position"": ""(874.213348388672 | 475.370574951172)"" } |}"
19-52-15.8719,41,1,1,1413,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4565702 | 1.09108 | 0.3964268)"" |""isSubject"": ""True"" |""2D Position"": ""(874.213348388672 | 475.370574951172)"" } |}"
19-52-15.8910,44,1,1,1414,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4565702 | 1.09108 | 0.3964268)"" |""isSubject"": ""True"" |""2D Position"": ""(874.213348388672 | 475.370574951172)"" } |}"
19-52-15.9121,46,1,1,1415,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4565702 | 1.09108 | 0.3964268)"" |""isSubject"": ""True"" |""2D Position"": ""(874.213348388672 | 475.370574951172)"" } |}"
19-52-15.9456,46,1,1,1416,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4575507 | 1.091231 | 0.3974438)"" |""isSubject"": ""True"" |""2D Position"": ""(873.748229980469 | 474.638824462891)"" } |}"
19-52-15.9660,41,1,1,1417,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4575507 | 1.091231 | 0.3974438)"" |""isSubject"": ""True"" |""2D Position"": ""(873.748229980469 | 474.638824462891)"" } |}"
19-52-15.9827,42,1,1,1418,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4575507 | 1.091231 | 0.3974438)"" |""isSubject"": ""True"" |""2D Position"": ""(873.748229980469 | 474.638824462891)"" } |}"
19-52-16.0022,45,1,1,1419,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4575507 | 1.091231 | 0.3974438)"" |""isSubject"": ""True"" |""2D Position"": ""(873.748229980469 | 474.638824462891)"" } |}"
19-52-16.0332,47,1,1,1420,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4522543 | 1.093901 | 0.3951817)"" |""isSubject"": ""True"" |""2D Position"": ""(868.540893554688 | 471.766342163086)"" } |}"
19-52-16.0543,42,1,1,1421,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4522543 | 1.093901 | 0.3951817)"" |""isSubject"": ""True"" |""2D Position"": ""(868.540893554688 | 471.766342163086)"" } |}"
19-52-16.0712,43,1,1,1422,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4522543 | 1.093901 | 0.3951817)"" |""isSubject"": ""True"" |""2D Position"": ""(868.540893554688 | 471.766342163086)"" } |}"
19-52-16.0918,46,1,1,1423,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4522543 | 1.093901 | 0.3951817)"" |""isSubject"": ""True"" |""2D Position"": ""(868.540893554688 | 471.766342163086)"" } |}"
19-52-16.1227,46,1,1,1424,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.454502 | 1.092316 | 0.3973277)"" |""isSubject"": ""True"" |""2D Position"": ""(871.616180419922 | 473.151290893555)"" } |}"
19-52-16.1417,42,1,1,1425,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.454502 | 1.092316 | 0.3973277)"" |""isSubject"": ""True"" |""2D Position"": ""(871.616180419922 | 473.151290893555)"" } |}"
19-52-16.1620,44,1,1,1426,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.454502 | 1.092316 | 0.3973277)"" |""isSubject"": ""True"" |""2D Position"": ""(871.616180419922 | 473.151290893555)"" } |}"
19-52-16.1802,45,1,1,1427,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.454502 | 1.092316 | 0.3973277)"" |""isSubject"": ""True"" |""2D Position"": ""(871.616180419922 | 473.151290893555)"" } |}"
19-52-16.2177,47,1,1,1428,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4548813 | 1.092508 | 0.3969896)"" |""isSubject"": ""True"" |""2D Position"": ""(873.157623291016 | 473.854110717773)"" } |}"
19-52-16.2399,40,1,1,1429,FALSE,TRUE,"{""FaceCube-4"": {""3D Position"": ""(0.4548813 | 1.092508 | 0.3969896)"" |""isSubject"": ""True"" |""2D Position"": ""(873.157623291016 | 473.854110717773)"" } |}"
