TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-12-2--19-59-07,0,1,60,204,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"124.245"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"134.056"|"faces":[]}
2026-12-2--19-59-07,0,2,60,404,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"146.789"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"154.792"|"faces":[]}
2026-12-2--19-59-07,0,3,57,607,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"135.28"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"141.117"|"faces":[]}
2026-12-2--19-59-07,0,4,5,807,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"127.795"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"134.887"|"faces":[]}
2026-12-2--19-59-07,0,5,5,1011,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"127.283"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"135.009"|"faces":[]}
2026-12-2--19-59-07,0,6,5,1211,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"126.538"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"133.065"|"faces":[]}
2026-12-2--19-59-07,0,7,5,1411,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"119.244"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"125.135"|"faces":[]}
2026-12-2--19-59-07,0,8,6,1611,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"123.151"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"133.065"|"faces":[]}
2026-12-2--19-59-07,0,9,6,1811,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"156.015"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"163.712"|"faces":[]}
2026-12-2--19-59-07,0,10,5,2010,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"140.811"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"143.96"|"faces":[]}
