TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-08-2--19-45-36,0,1,59,203,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"117.536"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"123.07"|"faces":[]}
2026-08-2--19-45-36,0,2,59,403,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"133.984"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"135.357"|"faces":[]}
2026-08-2--19-45-36,0,3,57,602,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"125.201"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"126.47"|"faces":[]}
2026-08-2--19-45-36,0,4,6,802,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"116.743"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"118.115"|"faces":[]}
2026-08-2--19-45-36,0,5,3,1000,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.714"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"92.885"|"faces":[]}
2026-08-2--19-45-36,0,6,4,1199,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"97.155"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"100.685"|"faces":[]}
2026-08-2--19-45-36,0,7,5,1397,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"93.771"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"95.463"|"faces":[]}
2026-08-2--19-45-36,0,8,5,1593,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.19"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"94.63"|"faces":[]}
2026-08-2--19-45-36,0,9,6,1791,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"91.647"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"95.837"|"faces":[]}
2026-08-2--19-45-36,0,10,6,1988,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"96.598"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"97.81"|"faces":[]}
2026-08-2--19-45-36,0,11,7,2188,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"103.482"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"108.178"|"faces":[]}
