TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-12-2--13-41-37,0,1,71,192,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0.001"|"faces":[]}
2026-12-2--13-41-37,0,2,71,380,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"0"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"0"|"faces":[]}
2026-12-2--13-41-37,0,3,66,584,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"134.222"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"147.103"|"faces":[]}
2026-12-2--13-41-37,0,4,3,784,True,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"128.653"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"132.389"|"faces":[]}
2026-12-2--13-41-37,0,5,3,1401,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"107.693"|"ms_palm":"79.848"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"192.847"|"faces":[{"id":"1"|"bbox":"(926.674|322.304|64.476|81.282)"|"c":"(958.912|362.945)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(815.58|359.774|50.672|65.368)"|"c":"(840.916|392.458)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-41-37,0,6,3,2018,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"116.974"|"ms_palm":"40.473"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"164.738"|"faces":[{"id":"1"|"bbox":"(928.757|327.128|62.229|78.747)"|"c":"(959.872|366.501)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(816.915|362.934|51.373|68.112)"|"c":"(842.601|396.99)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-41-37,0,7,4,2635,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"95.005"|"ms_palm":"27.918"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"127.026"|"faces":[{"id":"1"|"bbox":"(928.163|326.081|62.872|80.133)"|"c":"(959.599|366.148)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(816.164|361.745|51.967|70.244)"|"c":"(842.147|396.867)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-41-37,0,8,4,3246,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"113.791"|"ms_palm":"37.117"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"154.95"|"faces":[{"id":"1"|"bbox":"(927.396|324.682|66.071|81.306)"|"c":"(960.432|365.335)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(816.772|359.94|52.464|72.71)"|"c":"(843.005|396.295)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-41-37,0,9,4,3857,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"106.916"|"ms_palm":"29.479"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"140.74"|"faces":[{"id":"1"|"bbox":"(927.037|322.81|65.821|81.228)"|"c":"(959.947|363.424)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(818.364|358.091|50.14|69.596)"|"c":"(843.434|392.889)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-12-2--13-41-37,0,10,4,4469,True,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"88.053"|"ms_palm":"30.403"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"123.572"|"faces":[{"id":"1"|"bbox":"(927.852|325.771|63.925|79.724)"|"c":"(959.815|365.633)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(816.132|361.115|51.74|69.862)"|"c":"(842.002|396.046)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
